state,year,cigsale,lnincome,beer,age15to24,retprice
Pennsylvania,1971,106.3000031,NA,NA,0.165084586,44.70000076
Arkansas,1971,104.0999985,NA,NA,0.169953853,38.79999924
Tennessee,1971,106.3000031,NA,NA,0.178819269,41.59999847
Nebraska,1971,108.5999985,NA,NA,0.175217137,34.70000076
Texas,1971,108.9000015,NA,NA,0.184308559,42
Ohio,1971,124.5999985,NA,NA,0.174539879,38.09999847
Wisconsin,1971,105.4000015,NA,NA,0.176344067,40.20000076
Iowa,1971,108.4000015,NA,NA,0.170838997,38.5
West Virginia,1971,111.5,NA,NA,0.173127443,41.59999847
California,1971,121,NA,NA,0.179296359,39.70000076
Colorado,1971,125.5,NA,NA,0.191647589,31.10000038
South Carolina,1971,115,NA,NA,0.200489283,34.29999924
Nevada,1971,190.5,NA,NA,0.163773775,44
Indiana,1971,139.3000031,NA,NA,0.17797175,32.20000076
Minnesota,1971,116.4000015,NA,NA,0.176731586,40.09999847
Louisiana,1971,119.8000031,NA,NA,0.186780781,39.29999924
Rhode Island,1971,123.1999969,NA,NA,0.183849499,40.20000076
Vermont,1971,124.4000015,NA,NA,0.181367218,39.5
Connecticut,1971,117.5999985,NA,NA,0.164653897,45.5
Georgia,1972,117,9.638890266,NA,0.18828699,40.90000153
Utah,1972,71.30000305,9.601121902,NA,0.202045247,37.20000076
Kentucky,1972,179.3999939,9.547482491,NA,0.183289036,30.60000038
South Dakota,1972,103,9.630848885,NA,0.182306185,39.09999847
Maine,1972,136.5,9.597140312,NA,0.171655715,41.5
Ohio,1972,124.4000015,9.779579163,NA,0.175860271,38.40000153
Tennessee,1972,111.5,9.569716454,NA,0.17959471,41.59999847
Nebraska,1972,104.9000015,9.74647522,NA,0.176696911,41.09999847
Rhode Island,1972,134.3999939,9.77021122,NA,0.184541091,41.59999847
Texas,1972,108.5999985,9.675209045,NA,0.185475767,46.90000153
New Hampshire,1972,296.2000122,9.736375809,NA,0.173936069,36.09999847
Oklahoma,1972,121.6999969,9.625026703,NA,0.177590474,39.79999924
Pennsylvania,1972,109,9.784274101,NA,0.166793168,44.70000076
Idaho,1972,126.0999985,9.651839256,NA,0.174064294,33.70000076
Iowa,1972,109.4000015,9.730264664,NA,0.172828451,41.90000153
Montana,1972,122.1999969,9.694641113,NA,0.178499311,40.09999847
Colorado,1972,134.3000031,9.805547714,NA,0.192344964,31.20000076
Vermont,1972,138,9.673069,NA,0.182959169,40
California,1972,123.5,9.930813789,NA,0.180434391,39.90000153
South Carolina,1972,118.6999969,9.509308815,NA,0.20066981,34.09999847
Nevada,1972,198.6000061,9.944232941,NA,0.165993348,40.59999847
Kansas,1972,111,9.768117905,NA,0.182575405,38.79999924
Arkansas,1972,103.9000015,9.464513779,NA,0.170900956,44.09999847
North Carolina,1972,214.1000061,9.590858459,NA,0.193805039,28.70000076
Louisiana,1972,125.3000031,9.517364502,NA,0.188376382,40
Virginia,1972,137,9.736405373,NA,0.190325409,29.89999962
West Virginia,1972,117.5,9.542987823,NA,0.173663139,41.29999924
Minnesota,1972,96.80000305,9.765188217,NA,0.178739056,45.20000076
Mississippi,1972,112.0999985,9.397449493,NA,0.185615748,37.40000153
Missouri,1972,130,9.733353615,NA,0.170926124,37.70000076
Wyoming,1972,140,9.766710281,NA,0.17975904,34.40000153
North Dakota,1972,103.8000031,9.697235107,NA,0.188307881,38.90000153
Connecticut,1972,110.8000031,9.981137276,NA,0.166379049,51.29999924
Indiana,1972,149.1999969,9.731872559,NA,0.179427639,32.5
Delaware,1972,156.3000031,9.909930229,NA,0.178416774,44.70000076
Illinois,1972,126.5999985,9.908161163,NA,0.17102851,41.90000153
Alabama,1972,101.0999985,9.498476028,NA,0.1809939,42.29999924
New Mexico,1972,99.30000305,9.557789803,NA,0.187333375,41.09999847
Wisconsin,1972,108.8000031,9.749258995,NA,0.178401127,40.29999924
Montana,1973,119.9000015,9.775742531,NA,0.179852724,40.90000153
Louisiana,1973,126.6999969,9.564110756,NA,0.189971998,39.90000153
Kansas,1973,115.1999969,9.838229179,NA,0.183600783,39.29999924
Virginia,1973,143.1000061,9.781524658,NA,0.190777287,30.10000038
Connecticut,1973,109.3000031,10.01298904,NA,0.168104187,50.59999847
North Dakota,1973,108.6999969,9.984169006,NA,0.19022882,39.40000153
Mississippi,1973,115,9.457062721,NA,0.186858445,37.29999924
Wisconsin,1973,109.5,9.797751427,NA,0.180458188,42.59999847
Missouri,1973,132.1000061,9.780752182,NA,0.1725927,37.70000076
Tennessee,1973,109.6999969,9.63097477,NA,0.180370152,40.79999924
New Mexico,1973,98.90000153,9.592716217,NA,0.188571349,41.79999924
North Carolina,1973,226.5,9.644994736,NA,0.193933368,28.89999962
Wyoming,1973,141.1999969,9.843484879,NA,0.182289153,34.40000153
Georgia,1973,119.8000031,9.684864998,NA,0.188707739,42.40000153
Idaho,1973,121.8000031,9.721051216,NA,0.172036126,36.29999924
West Virginia,1973,116.5999985,9.569655418,NA,0.174198836,39.90000153
Nebraska,1973,106.5999985,9.835298538,NA,0.178176671,41.20000076
Texas,1973,110.4000015,9.72544384,NA,0.186642975,46.40000153
Pennsylvania,1973,110.6999969,9.821087837,NA,0.168501765,44.90000153
Vermont,1973,146.8000031,9.699158669,NA,0.18455112,39.79999924
New Hampshire,1973,279,9.774945259,NA,0.175538257,36.90000153
Illinois,1973,124.4000015,9.961596489,NA,0.173059404,41
South Dakota,1973,103.5,9.80878067,NA,0.18411994,39.59999847
Iowa,1973,110.5999985,9.858371735,NA,0.17481789,41.90000153
Ohio,1973,120.5,9.826631546,NA,0.177180663,42
Indiana,1973,156,9.806882858,NA,0.180883527,32.90000153
Minnesota,1973,106.8000031,9.862045288,NA,0.180746526,45.59999847
Utah,1973,72.69999695,9.626667023,NA,0.202029154,36.5
Oklahoma,1973,124.0999985,9.682418823,NA,0.178656116,40.40000153
Rhode Island,1973,142,9.785203934,NA,0.185232699,40.59999847
Maine,1973,138,9.647285461,NA,0.172976524,41
South Carolina,1973,125.5,9.563993454,NA,0.200850338,33.5
Delaware,1973,154.6999969,9.948177338,NA,0.18094632,44
California,1973,124.4000015,9.95509243,NA,0.181572407,39.90000153
Colorado,1973,137.8999939,9.848413467,NA,0.193042323,32.70000076
Arkansas,1973,108,9.556830406,NA,0.171848044,45.09999847
Nevada,1973,201.5,9.980631828,NA,0.168212935,40.29999924
Alabama,1973,102.9000015,9.550107002,NA,0.182059944,42.09999847
Kentucky,1973,201.8999939,9.598114967,NA,0.184278488,30.60000038
Rhode Island,1974,146.1000061,9.765945435,NA,0.185924307,41.29999924
Idaho,1974,125.5999985,9.74626255,NA,0.170007959,38
Minnesota,1974,110.5999985,9.828342438,NA,0.182753995,47
Kansas,1974,118.5999985,9.810896873,NA,0.184626147,40.20000076
Nevada,1974,204.6999969,9.928623199,NA,0.170432508,41.90000153
South Dakota,1974,108.4000015,9.697823524,NA,0.185933694,40.40000153
Oklahoma,1974,130.5,9.675103188,NA,0.179721773,41
Pennsylvania,1974,114.1999969,9.814226151,NA,0.170210347,46.59999847
California,1974,126.6999969,9.947999001,NA,0.182710439,41.90000153
Tennessee,1974,114.8000031,9.609496117,NA,0.181145608,42.5
Maine,1974,142.1000061,9.636234283,NA,0.174297333,41.79999924
Illinois,1974,131.8999939,9.946314812,NA,0.175090313,41.90000153
West Virginia,1974,119.9000015,9.565595627,NA,0.174734533,42
Delaware,1974,151.3000031,9.918257713,NA,0.183475882,44.20000076
Kentucky,1974,212.3999939,9.600524902,NA,0.185267925,31.5
Indiana,1974,159.6000061,9.763184547,NA,0.1823394,34.5
Texas,1974,114.6999969,9.722986221,NA,0.187810183,47.5
Arkansas,1974,109.6999969,9.542285919,NA,0.172795132,45.5
New Hampshire,1974,269.7999878,9.747307777,NA,0.17714043,37.90000153
New Mexico,1974,100.3000031,9.584766388,NA,0.189809322,43.70000076
Wyoming,1974,145.8000031,9.859290123,NA,0.184819281,35.79999924
Missouri,1974,135.3999939,9.739014626,NA,0.174259275,38
Ohio,1974,122.0999985,9.811853409,NA,0.178501055,42.90000153
Nebraska,1974,110.5,9.766386986,NA,0.179656446,42
South Carolina,1974,129.6999969,9.558746338,NA,0.201030865,35.20000076
Louisiana,1974,129.8999939,9.579819679,NA,0.1915676,41.59999847
Georgia,1974,123.6999969,9.659980774,NA,0.189128473,42.40000153
North Carolina,1974,227.3000031,9.621204376,NA,0.194061697,30.10000038
Mississippi,1974,117.0999985,9.436392784,NA,0.188101143,41.40000153
Utah,1974,75.59999847,9.612169266,NA,0.20201306,37.79999924
Virginia,1974,149.6000061,9.772517204,NA,0.19122918,31.29999924
North Dakota,1974,110.5,9.864307404,NA,0.192149743,39.90000153
Connecticut,1974,112.4000015,9.988534927,NA,0.169829324,52.5
Vermont,1974,151.8000031,9.661791801,NA,0.186143056,41.29999924
Colorado,1974,132.8000031,9.840451241,NA,0.193739682,38.09999847
Iowa,1974,116.0999985,9.788276672,NA,0.176807329,43.20000076
Alabama,1974,108.1999969,9.537162781,NA,0.183126003,43.09999847
Montana,1974,121.9000015,9.740037918,NA,0.181206122,41.79999924
Wisconsin,1974,111.8000031,9.782348633,NA,0.182515249,43.90000153
Utah,1975,75.80000305,9.601020813,NA,0.201996967,40.5
Colorado,1975,131,9.828460693,NA,0.194437057,41.70000076
Kentucky,1975,223,9.579323769,NA,0.186257362,33.29999924
Vermont,1975,155.5,9.637124062,NA,0.187734991,41.79999924
Connecticut,1975,110.1999969,9.960748672,NA,0.171554476,54.5
Alabama,1975,111.6999969,9.540031433,NA,0.184192061,46.59999847
South Carolina,1975,130.5,9.527853966,NA,0.201211393,38.09999847
West Virginia,1975,123.1999969,9.58530426,NA,0.17527023,45.20000076
New Hampshire,1975,269.1000061,9.718851089,NA,0.178742617,40.79999924
Missouri,1975,135.6000061,9.730810165,NA,0.175925851,43.5
Oklahoma,1975,132.8999939,9.682616234,NA,0.180787429,43.59999847
Montana,1975,123.6999969,9.724646568,NA,0.18255952,43.70000076
Ohio,1975,122.5,9.783229828,NA,0.179821447,46
Maine,1975,140.6999969,9.60089016,NA,0.175618142,46.70000076
California,1975,127.0999985,9.937167168,NA,0.18384847,45
Pennsylvania,1975,114.5999985,9.804515839,NA,0.171918944,49.79999924
Mississippi,1975,116.8000031,9.413602829,NA,0.18934384,43
Arkansas,1975,114.8000031,9.514094353,NA,0.173742235,48.59999847
New Mexico,1975,103.0999985,9.596889496,NA,0.191047281,46.29999924
Wyoming,1975,160.6999969,9.848104477,NA,0.187349409,38.59999847
Texas,1975,116,9.734613419,NA,0.188977391,50.59999847
Delaware,1975,147.6000061,9.887531281,NA,0.186005428,45.90000153
Tennessee,1975,117.4000015,9.584546089,NA,0.181921065,45.29999924
Wisconsin,1975,113.5,9.766183853,NA,0.184572309,46.59999847
Iowa,1975,120.5,9.8002882,NA,0.178796768,45.40000153
Illinois,1975,131.8000031,9.934189796,NA,0.177121222,45.20000076
Nebraska,1975,114.0999985,9.797554016,NA,0.181136206,44.59999847
North Dakota,1975,117.9000015,9.806703568,NA,0.194070682,42.59999847
South Dakota,1975,113.5,9.694461823,NA,0.187747449,42.79999924
Indiana,1975,162.3999939,9.743660927,NA,0.183795273,36.70000076
Idaho,1975,123.3000031,9.692200661,NA,0.167979807,40.29999924
Rhode Island,1975,154.6999969,9.757125854,NA,0.186615914,44.29999924
Nevada,1975,205.1999969,9.915458679,NA,0.172652096,44.5
Kansas,1975,123.4000015,9.80061245,NA,0.185651511,42.70000076
Georgia,1975,122.9000015,9.629609108,NA,0.189549223,44.5
North Carolina,1975,226,9.590678215,NA,0.194190025,32.90000153
Virginia,1975,152.6999969,9.761776924,NA,0.191681072,33.59999847
Louisiana,1975,133.6000061,9.585207939,NA,0.193163201,44.29999924
Minnesota,1975,111.5,9.801631927,NA,0.184761465,49.40000153
Idaho,1976,125.0999985,9.731101036,NA,0.165951639,42.5
West Virginia,1976,129.6999969,9.626164436,NA,0.175805926,48.40000153
Iowa,1976,124.4000015,9.803332329,NA,0.180786222,47.79999924
Ohio,1976,124.5999985,9.831857681,NA,0.181141838,48.5
Missouri,1976,139.5,9.769454002,NA,0.177592412,44.70000076
Wisconsin,1976,115.4000015,9.807608604,NA,0.186629385,51.29999924
California,1976,128,9.976858139,NA,0.184986502,48.29999924
Oklahoma,1976,138.6000061,9.712260246,NA,0.181853086,46.40000153
Nevada,1976,201.3999939,9.955230713,NA,0.174871683,44.90000153
Texas,1976,121.4000015,9.780997276,NA,0.190144584,53.29999924
Georgia,1976,125.9000015,9.671429634,NA,0.189969972,47.90000153
Wyoming,1976,161.5,9.871498108,NA,0.189879522,42.59999847
Delaware,1976,153,9.920684814,NA,0.188534975,50.09999847
Colorado,1976,134.1999969,9.858913422,NA,0.195134416,44.79999924
Nebraska,1976,118.0999985,9.787974358,NA,0.182615966,46.79999924
Connecticut,1976,113.4000015,9.993227005,NA,0.173279613,57.59999847
Maine,1976,144.8999939,9.671687126,NA,0.176938966,49.90000153
South Carolina,1976,136.8000031,9.574728012,NA,0.20139192,41
Minnesota,1976,116.6999969,9.824930191,NA,0.186768949,52.09999847
South Dakota,1976,116.6999969,9.623667717,NA,0.189561188,45
Utah,1976,77.90000153,9.645159721,NA,0.201980874,43.40000153
Arkansas,1976,119.0999985,9.558153152,NA,0.174689323,50.90000153
North Carolina,1976,230.1999969,9.637135506,NA,0.194318369,35.79999924
Alabama,1976,116.1999969,9.591907501,NA,0.18525812,50.40000153
New Hampshire,1976,290.5,9.777043343,NA,0.180344805,43.90000153
Montana,1976,124.9000015,9.730798721,NA,0.183912933,45.29999924
Kansas,1976,127.6999969,9.830625534,NA,0.186676875,46.59999847
Illinois,1976,134.3999939,9.965497971,NA,0.179152131,48.40000153
Kentucky,1976,230.8999939,9.624856949,NA,0.187246814,36
North Dakota,1976,125.4000015,9.725509644,NA,0.19599162,45.90000153
Vermont,1976,171.1000061,9.680713654,NA,0.189326942,47.09999847
Louisiana,1976,139.6000061,9.644329071,NA,0.194758803,48.09999847
Indiana,1976,166.6000061,9.798754692,NA,0.185251161,38.70000076
New Mexico,1976,102.4000015,9.63261795,NA,0.192285255,49.5
Rhode Island,1976,150.1999969,9.795516968,NA,0.187307507,52.20000076
Tennessee,1976,121.6999969,9.632029533,NA,0.182696506,48.29999924
Pennsylvania,1976,118.8000031,9.843310356,NA,0.17362754,52.29999924
Virginia,1976,158.1000061,9.799572945,NA,0.192132965,37.90000153
Mississippi,1976,120.9000015,9.477991104,NA,0.190586522,46.40000153
Arkansas,1977,122.5999985,9.590923309,NA,0.175636411,52.59999847
Missouri,1977,140.8000031,9.808041573,NA,0.179258987,45.90000153
Oklahoma,1977,140.3999939,9.740366936,NA,0.182918742,47.90000153
Colorado,1977,132,9.888446808,NA,0.195831776,44.70000076
Indiana,1977,173,9.833314896,NA,0.18670705,40.59999847
Illinois,1977,134,9.996949196,NA,0.18118304,49.40000153
Vermont,1977,169.3999939,9.687761307,NA,0.190918893,47
West Virginia,1977,133.8999939,9.658364296,NA,0.176341623,48.90000153
Alabama,1977,117.0999985,9.617495537,NA,0.186324179,50.09999847
Delaware,1977,153.3000031,9.933778763,NA,0.191064537,51.70000076
North Carolina,1977,217,9.656974792,NA,0.194446698,36.59999847
New Mexico,1977,102.4000015,9.669967651,NA,0.193523228,51.59999847
Ohio,1977,127.3000031,9.872402191,NA,0.18246223,49.79999924
Nebraska,1977,117.6999969,9.80112648,NA,0.18409574,48.09999847
Kansas,1977,127.9000015,9.84807682,NA,0.187702239,48.09999847
California,1977,126.4000015,10.00269985,NA,0.186124533,49
Montana,1977,127,9.732776642,NA,0.185266346,47.59999847
Wyoming,1977,160.3999939,9.923920631,NA,0.192409635,43.40000153
Mississippi,1977,122.0999985,9.516371727,NA,0.191829219,48.79999924
Nevada,1977,190.8000031,10.00060081,NA,0.177091256,49.29999924
Connecticut,1977,117.3000031,10.02806854,NA,0.17500475,58.40000153
Minnesota,1977,117.1999969,9.87597847,NA,0.188776419,53.09999847
Maine,1977,145.6000061,9.678421021,NA,0.178259775,50.90000153
Rhode Island,1977,148.8000031,9.81970787,NA,0.187999114,52.29999924
South Carolina,1977,137.1999969,9.589701653,NA,0.201572448,42.20000076
Texas,1977,124.1999969,9.812738419,NA,0.191311792,53.29999924
Virginia,1977,157.6999969,9.828063011,NA,0.192584857,38.40000153
Utah,1977,78,9.673471451,NA,0.201964781,44.70000076
Louisiana,1977,140,9.679078102,NA,0.196354404,48.90000153
Iowa,1977,125.5,9.839320183,NA,0.182775661,49.40000153
Tennessee,1977,124.5999985,9.655990601,NA,0.183471948,49.59999847
New Hampshire,1977,278.7999878,9.806762695,NA,0.181946978,45
Idaho,1977,125,9.726507187,NA,0.163923472,45.59999847
Georgia,1977,127.9000015,9.69333744,NA,0.190390706,49.5
Kentucky,1977,229.3999939,9.672665596,NA,0.188236266,36.90000153
Pennsylvania,1977,120.0999985,9.873370171,NA,0.175336123,53.29999924
South Dakota,1977,115.5999985,9.678478241,NA,0.191374943,46.40000153
Wisconsin,1977,117.1999969,9.852297783,NA,0.188686445,52.09999847
North Dakota,1977,122.1999969,9.693218231,NA,0.197912544,47.40000153
Tennessee,1978,127.3000031,9.70067215,NA,0.184247404,54.79999924
Nevada,1978,187,10.06986713,NA,0.179310843,54.29999924
Arkansas,1978,127.3000031,9.657238007,NA,0.176583499,56.5
California,1978,126.0999985,10.04556465,NA,0.18726255,58.70000076
Missouri,1978,141.8000031,9.844763756,NA,0.180925563,49.90000153
Nebraska,1978,117.4000015,9.879457474,NA,0.1855755,53.59999847
Connecticut,1978,117.5,10.06320286,NA,0.176729888,61.70000076
New Mexico,1978,103.0999985,9.7172966,NA,0.194761202,56
Ohio,1978,131.3000031,9.899350166,NA,0.183782622,53.90000153
Pennsylvania,1978,122.3000031,9.902812958,NA,0.177044719,57.40000153
Utah,1978,79.59999847,9.708169937,NA,0.201948687,49.5
Georgia,1978,130.6000061,9.736651421,NA,0.190811455,54.70000076
Alabama,1978,123,9.654071808,NA,0.187390223,55.09999847
Vermont,1978,162.3999939,9.746977806,NA,0.192510828,52.5
North Carolina,1978,205.5,9.697710037,NA,0.194575027,41.79999924
New Hampshire,1978,269.6000061,9.853168488,NA,0.183549166,49.70000076
Oklahoma,1978,143.6000061,9.782526016,NA,0.183984384,53.09999847
Colorado,1978,129.1999969,9.933751106,NA,0.196529135,57.40000153
West Virginia,1978,131.6000061,9.687846184,NA,0.17687732,53.90000153
Rhode Island,1978,146.8000031,9.842970848,NA,0.188690722,56.29999924
Virginia,1978,155.8999939,9.868163109,NA,0.193036735,42.79999924
South Carolina,1978,140.3999939,9.626874924,NA,0.201752976,49.20000076
Montana,1978,127.1999969,9.814650536,NA,0.186619744,51.90000153
North Dakota,1978,121.9000015,9.859667778,NA,0.199833483,53.20000076
Maine,1978,143.8999939,9.698807716,NA,0.179580584,55
Kansas,1978,127.0999985,9.87560463,NA,0.188727617,52.59999847
Idaho,1978,122.8000031,9.768933296,NA,0.161895305,51.5
Indiana,1978,150.8999939,9.865232468,NA,0.188162923,50
Wisconsin,1978,116.6999969,9.889820099,NA,0.190743506,57.09999847
Illinois,1978,136.6999969,10.02360344,NA,0.183213934,54.59999847
Mississippi,1978,124.9000015,9.540334702,NA,0.193071917,53.59999847
Iowa,1978,127.0999985,9.914183617,NA,0.1847651,54.59999847
Kentucky,1978,224.6999969,9.703742981,NA,0.189225703,41.40000153
Delaware,1978,155.5,9.944127083,NA,0.193594083,58.70000076
Minnesota,1978,118.9000015,9.913441658,NA,0.190783888,57.90000153
Louisiana,1978,142.6999969,9.73168087,NA,0.19795002,54.20000076
Texas,1978,126.5999985,9.863806725,NA,0.192478999,59.09999847
South Dakota,1978,116.9000015,9.756708145,NA,0.193188697,53.20000076
Wyoming,1978,160.3000031,10.00353336,NA,0.194939762,49.79999924
Tennessee,1979,127.1999969,9.690542221,NA,0.185022861,57.29999924
Wyoming,1979,168.6000061,10.01673603,NA,0.19746989,51.70000076
Pennsylvania,1979,122.5999985,9.899785042,NA,0.178753302,60.59999847
Arkansas,1979,126.5,9.633533478,NA,0.177530602,58.40000153
Missouri,1979,140.1999969,9.847525597,NA,0.182592124,52.20000076
New Hampshire,1979,254.6000061,9.865933418,NA,0.185151339,53.20000076
Idaho,1979,117.5,9.737336159,NA,0.159867153,55.40000153
Kansas,1979,126.4000015,9.90379715,NA,0.189752981,54.79999924
Illinois,1979,135.3000031,10.01367474,NA,0.185244843,56.79999924
Mississippi,1979,123.9000015,9.552969933,NA,0.194314614,56.5
Virginia,1979,151.8000031,9.870886803,NA,0.193488628,45.79999924
Delaware,1979,150.1999969,9.926103592,NA,0.196123645,60
West Virginia,1979,122.0999985,9.683866501,NA,0.177413017,62.40000153
North Dakota,1979,121.3000031,9.782692909,NA,0.201754406,55
Louisiana,1979,140.1000061,9.737774849,NA,0.199545622,57.09999847
Indiana,1979,148.8999939,9.851489067,NA,0.189618796,52.5
Alabama,1979,121.4000015,9.649180412,NA,0.188456282,56.79999924
South Dakota,1979,117.4000015,9.752882957,NA,0.195002452,54.09999847
Texas,1979,126.4000015,9.877560616,NA,0.193646207,62.20000076
Ohio,1979,130.8999939,9.891590118,NA,0.185103014,56.29999924
New Mexico,1979,101,9.699996948,NA,0.195999175,57.59999847
Nevada,1979,183.3000031,10.05607414,NA,0.181530416,57.09999847
Connecticut,1979,117.4000015,10.07550812,NA,0.17845504,64.40000153
Minnesota,1979,118.3000031,9.909160614,NA,0.192791358,60.90000153
Kentucky,1979,214.8999939,9.70250988,NA,0.190215141,43.40000153
North Carolina,1979,197.3000031,9.681351662,NA,0.194703355,43.70000076
Utah,1979,79.09999847,9.694103241,NA,0.201932594,53.70000076
California,1979,121.9000015,10.0546875,NA,0.188400581,60.09999847
Georgia,1979,131,9.729302406,NA,0.19123219,56.59999847
Nebraska,1979,116.0999985,9.847172737,NA,0.187055275,55.40000153
Oklahoma,1979,141.6000061,9.809666634,NA,0.18505004,55.5
Montana,1979,120.3000031,9.778626442,NA,0.187973142,53.70000076
Vermont,1979,160.8999939,9.747611046,NA,0.194102764,54.79999924
Iowa,1979,124.1999969,9.881052971,NA,0.186754555,56.40000153
Rhode Island,1979,145.8000031,9.843946457,NA,0.189382315,58.70000076
Wisconsin,1979,117.0999985,9.89231205,NA,0.192800567,58.70000076
Colorado,1979,131.5,9.942219734,NA,0.197226509,52.79999924
Maine,1979,138.5,9.69419384,NA,0.180901408,54.5
South Carolina,1979,135.6999969,9.623209,NA,0.201933503,50.20000076
North Carolina,1980,187.8000031,9.656599998,NA,0.194831684,47.29999924
Maine,1980,141.1999969,9.683053017,NA,0.182222217,59
Idaho,1980,115.1999969,9.711496353,NA,0.157838985,56.40000153
Utah,1980,74.80000305,9.654541016,NA,0.201916501,57.20000076
Connecticut,1980,118,10.0747633,NA,0.180180177,67
Rhode Island,1980,149.3000031,9.835398674,NA,0.190073922,60
West Virginia,1980,122.3000031,9.652031898,NA,0.177948713,64.30000305
New Hampshire,1980,247.8000031,9.860693932,NA,0.186753526,55.29999924
Virginia,1980,148.8999939,9.866592407,NA,0.19394052,48.5
Minnesota,1980,117.6999969,9.877483368,NA,0.194798827,63
California,1980,120.1999969,10.03784084,NA,0.189538613,62.09999847
Vermont,1980,161.6000061,9.72296524,NA,0.195694715,58.90000153
Colorado,1980,131,9.943612099,NA,0.197923869,54.59999847
Delaware,1980,150.5,9.913743973,NA,0.198653191,62.70000076
Missouri,1980,142.1000061,9.801047325,NA,0.184258699,57.29999924
South Dakota,1980,114.6999969,9.616186142,NA,0.196816206,58.79999924
Kansas,1980,127.0999985,9.862443924,NA,0.190778345,58.29999924
Nebraska,1980,116.3000031,9.772380829,NA,0.188535035,59.5
Texas,1980,129.6999969,9.868579865,NA,0.194813415,63.70000076
Arkansas,1980,131.8000031,9.573802948,NA,0.17847769,61.5
Montana,1980,122,9.743378639,NA,0.189326555,56.70000076
Illinois,1980,135.1999969,9.962172508,NA,0.187275752,60
Wisconsin,1980,117.5999985,9.855584145,NA,0.194857627,61.20000076
